Activity_ID,Source_IP,Destination_IP,Protocol,Port,Bytes_Transferred,Connection_Type,User_Agent,Activity_Time,Threat_Level
c8ef4e08-ff19-49c3-8e5d-b177018cf07a,51.178.68.209,110.190.123.203,ICMP,19949.0,8529.0,Outgoing,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; tt-RU) AppleWebKit/533.35.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.35.4",2023-10-19 23:00:00,0
f8f06484-efe3-4a2b-884b-b3b01fdc19b4,42.25.92.176,56.204.217.151,UDP,43659.0,1444.0,Outgoing,Opera/8.89.(X11; Linux x86_64; doi-IN) Presto/2.9.178 Version/11.00,2022-01-12 11:00:00,1
a1894171-9cd1-4e7b-8c83-61ff1a064a9c,,24.50.199.85,ICMP,,233.0,Outgoing,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; lt-LT) AppleWebKit/535.9.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6535.9.3",2024-12-15 12:00:00,0
e93087a6-5421-435b-8f48-a8728daedcab,170.194.178.197,71.76.84.108,TCP,27985.0,779.0,Incoming,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.1; Trident/4.0),2023-08-01 05:00:00,0
a0f832ef-9f49-4374-99fa-dc5c583607fb,64.181.254.251,195.64.10.94,ICMP,,424.0,Outgoing,Mozilla/5.0 (Windows NT 4.0; rw-RW; rv:1.9.1.20) Gecko/6244-08-28 05:24:37 Firefox/3.8,2022-06-11 21:00:00,0
ab83ba0e-7fc9-4885-af85-7b56ffbb9243,217.105.215.67,158.64.204.73,ICMP,31718.0,8031.0,Outgoing,Mozilla/5.0 (Windows 98; Win 9x 4.90; kl-GL; rv:1.9.2.20) Gecko/7935-01-16 12:38:54 Firefox/3.6.7,2021-02-11 01:00:00,1
fe0e233f-e54e-4081-a0a7-10a44ceeb252,86.78.100.170,176.144.172.101,UDP,43951.0,7403.0,Incoming,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/534.34.3 (KHTML, like Gecko) Version/4.1 Safari/534.34.3",2022-10-03 03:00:00,1
c1ae1115-099d-41dc-baf3-562d8accdfbb,101.240.29.44,174.75.69.70,TCP,59500.0,8370.0,Incoming,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.33.7 (KHTML, like Gecko) Version/5.1 Safari/531.33.7",2024-12-17 22:00:00,0
313591cd-c1dc-4409-a409-c62fe12c85b1,204.39.180.50,15.108.50.152,TCP,,9524.0,Incoming,Opera/8.27.(X11; Linux i686; xh-ZA) Presto/2.9.185 Version/11.00,2021-09-05 06:00:00,0
afbb7859-735f-4044-b52b-071e1c40ab0b,174.131.123.170,175.17.153.183,ICMP,51912.0,5468.0,Outgoing,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/6718-11-24 15:24:24 Firefox/3.6.15,2023-04-17 14:00:00,0
8ac3d326-418b-419f-b42f-564b62f2293a,50.190.124.18,157.211.69.241,ICMP,56161.0,1430.0,Incoming,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.11.2 (KHTML, like Gecko) Version/4.0.4 Safari/531.11.2",2022-08-01 18:00:00,0
3f1763bb-1a2d-48d1-a96c-5f609dabaee8,159.104.93.51,139.11.188.18,UDP,10220.0,7777.0,Incoming,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; be-BY) AppleWebKit/534.41.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6534.41.7",2020-01-27 02:00:00,1
05729982-b464-41dc-b923-9f09bdd13f50,81.179.225.236,158.6.185.250,TCP,3585.0,4752.0,Outgoing,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.16.1 (KHTML, like Gecko) Version/5.0.4 Safari/533.16.1",2023-01-09 07:00:00,0
658b948d-b792-4753-ab9b-1f9466a8ea9a,158.186.224.250,132.162.52.206,TCP,58646.0,3009.0,Outgoing,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/5556-02-06 10:11:25 Firefox/3.6.1,2022-01-23 12:00:00,0
ed265af6-0327-4ab4-bd4e-82feca570801,213.93.228.127,6.92.101.125,UDP,21864.0,8518.0,Outgoing,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/3.0),2024-11-19 22:00:00,0
4b597495-c3fd-4165-ae36-faaf30a61e49,46.101.113.52,47.130.222.71,TCP,27151.0,2772.0,Outgoing,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8 rv:5.0; os-RU) AppleWebKit/534.3.6 (KHTML, like Gecko) Version/5.0.1 Safari/534.3.6",2024-01-10 05:00:00,0
cf74442b-17f1-4cdb-bf7f-536970a64ed2,161.191.14.138,81.46.82.180,UDP,42771.0,8988.0,Outgoing,Opera/9.31.(Windows 98; Win 9x 4.90; crh-UA) Presto/2.9.171 Version/12.00,2021-12-29 08:00:00,0
04057200-d9ee-457d-ba0c-e097ce516521,113.13.111.236,7.193.141.53,TCP,64094.0,7935.0,Outgoing,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/38.0.898.0 Safari/533.1",2020-09-01 20:00:00,0
c67ac3c6-6f04-450d-b04d-f30f21d31bd0,194.102.131.21,118.110.254.231,ICMP,39470.0,4513.0,Outgoing,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; doi-IN) AppleWebKit/532.1.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.1.4",2021-10-20 23:00:00,1
d0ba0efa-bcc1-4d92-a9e1-c64238fc4fc3,59.113.121.85,171.1.251.112,UDP,64626.0,4824.0,Outgoing,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/5.1),2022-10-21 06:00:00,0
8b56330a-213f-4b9a-8fb8-7e4575b12d72,146.146.180.248,23.0.99.150,ICMP,61083.0,8842.0,Outgoing,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/3.1),2024-01-12 09:00:00,0
6e531a4e-97e0-4466-9e51-1424b1c978dd,192.243.184.236,122.57.75.143,ICMP,43687.0,,Incoming,"Mozilla/5.0 (iPad; CPU iPad OS 17_4_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/9.6h1201.0 Mobile/22R285 Safari/533.2",2023-11-10 08:00:00,0
3e63a9f5-d9d4-4063-8ca4-3c091269f622,64.195.44.125,218.234.80.78,UDP,30953.0,4085.0,Outgoing,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/3.0),2024-03-31 06:00:00,1
bc3de861-c521-4182-8138-21b82394e47d,43.119.129.253,201.45.22.164,TCP,12690.0,3522.0,Outgoing,Opera/9.66.(Windows NT 5.1; sq-AL) Presto/2.9.165 Version/12.00,2020-03-12 03:00:00,1
16d95dd4-d64c-428f-bcb4-328bbe6966f0,14.165.82.136,122.226.72.54,UDP,22705.0,8177.0,Incoming,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/4.0),2023-08-04 21:00:00,0
072a32a5-8662-4c6b-8ebc-5b40577b88c5,78.10.197.205,43.177.23.96,TCP,4374.0,705.0,Outgoing,Mozilla/5.0 (Windows 98; Win 9x 4.90; sr-ME; rv:1.9.1.20) Gecko/5776-09-18 02:30:50 Firefox/3.8,2022-02-09 20:00:00,1
14ea7450-6e98-455e-9876-aa509daea0e0,23.245.69.38,142.232.250.50,ICMP,4494.0,3582.0,Outgoing,Mozilla/5.0 (Windows CE; th-TH; rv:1.9.0.20) Gecko/2149-06-08 23:51:04 Firefox/3.6.4,2020-11-08 07:00:00,1
24e59bd6-cbd6-478a-be48-0f9716f89dcc,91.7.252.170,167.33.72.143,ICMP,44022.0,6659.0,Incoming,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/57.0.899.0 Mobile/89P470 Safari/533.0",2023-02-19 15:00:00,1
01363250-3d86-456b-8a16-b53fbcd89df8,15.212.23.19,66.152.241.101,TCP,32937.0,1326.0,Outgoing,Mozilla/5.0 (Windows NT 5.1; tr-TR; rv:1.9.0.20) Gecko/2989-02-17 05:49:10 Firefox/3.6.20,2020-05-02 01:00:00,1
f7d09dec-061b-4c80-ad12-17d41ab9a162,59.57.45.238,221.162.100.219,UDP,30500.0,3179.0,Outgoing,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_0 rv:4.0; nso-ZA) AppleWebKit/533.15.5 (KHTML, like Gecko) Version/4.0.2 Safari/533.15.5",2023-04-14 04:00:00,0
866a14d6-6c08-4543-a8df-b4dabd74273a,10.156.95.38,23.44.141.202,UDP,37998.0,8824.0,Incoming,Mozilla/5.0 (Android 2.2.1; Mobile; rv:31.0) Gecko/31.0 Firefox/31.0,2024-11-16 00:00:00,1
e23a4d2d-2d11-4c59-a259-bdb27d61b235,147.72.36.138,166.196.233.90,UDP,29333.0,9811.0,Incoming,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/6748-09-05 03:35:07 Firefox/8.0,2023-04-30 09:00:00,1
459afcaf-1dc7-4d6f-8610-77580821f840,178.111.172.130,97.111.142.144,ICMP,10123.0,4776.0,Outgoing,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; apn-IN) AppleWebKit/533.26.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6533.26.3",2022-07-03 18:00:00,0
eb2577e5-c94d-4988-ac91-6b0de3b8c9ec,51.73.198.78,117.145.158.60,UDP,21448.0,4409.0,Outgoing,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2525-06-27 13:58:24 Firefox/3.6.6,2020-03-19 14:00:00,0
772ac4e2-e2e6-474e-b128-9ef89eabab11,23.94.123.37,74.212.77.193,TCP,8371.0,8866.0,Outgoing,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) CriOS/47.0.805.0 Mobile/23P665 Safari/534.2",2022-04-23 06:00:00,0
c806ea56-1fd5-4ae8-879e-b33c60d7fc86,106.220.181.35,69.176.220.153,TCP,36235.0,8422.0,Outgoing,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_7 rv:3.0; nan-TW) AppleWebKit/533.30.4 (KHTML, like Gecko) Version/5.1 Safari/533.30.4",2022-09-14 03:00:00,0
22c1a711-6009-4fc1-9b55-ad25686aea95,206.5.186.145,179.31.173.145,TCP,2302.0,7513.0,Outgoing,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/9194-08-20 18:50:50 Firefox/7.0,2024-06-24 16:00:00,1
ccd8a844-7d11-47d3-b055-c7a52f03e5b3,173.4.150.45,213.131.134.123,TCP,11479.0,2308.0,Incoming,"Mozilla/5.0 (Linux; Android 8.0.0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/25.0.854.0 Safari/531.2",2022-09-08 04:00:00,0
a9119e53-0305-4183-bf38-11febc25ae20,57.226.108.172,18.144.74.147,ICMP,48292.0,8985.0,Incoming,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2112-08-17 06:03:44 Firefox/15.0,2024-04-27 13:00:00,0
2d07750e-7c79-4742-aaba-56fe0a9ca355,136.179.197.57,132.92.134.22,TCP,16005.0,2000.0,Incoming,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/24.0.859.0 Safari/533.0",2023-11-23 05:00:00,1
6bced489-baf9-47bf-9686-bb099e7c86f3,,142.163.82.46,TCP,31519.0,5798.0,Outgoing,Mozilla/5.0 (Windows NT 5.2; cv-RU; rv:1.9.0.20) Gecko/2958-09-06 11:15:00 Firefox/13.0,2020-12-07 12:00:00,1
95f221f7-ed06-468e-a147-6a6b890c2469,173.134.218.12,148.54.255.245,TCP,12037.0,2349.0,Outgoing,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/3.1),2020-03-04 12:00:00,1
c7d3b53a-d8a4-4f5e-b6cd-ba46578a1107,89.101.248.249,168.247.228.236,UDP,18136.0,6112.0,Incoming,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/55.0.858.0 Safari/531.1",2022-12-15 20:00:00,0
489a78a7-bb2b-4fbb-979e-a5bc6f1985cd,36.106.98.26,50.22.131.129,TCP,21756.0,6770.0,Incoming,Opera/9.63.(Windows NT 4.0; bo-IN) Presto/2.9.173 Version/12.00,2024-11-14 12:00:00,0
b160af4b-8182-4602-ba66-41c2c3626a38,213.56.152.40,21.124.135.201,TCP,14232.0,4476.0,Outgoing,Opera/8.16.(X11; Linux x86_64; ig-NG) Presto/2.9.164 Version/10.00,2024-08-21 05:00:00,1
cf1f8c51-0ec3-4323-9626-d314e31138ba,153.179.181.98,111.74.244.42,TCP,51251.0,2881.0,Outgoing,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/532.16.3 (KHTML, like Gecko) Version/4.1 Safari/532.16.3",2023-09-17 00:00:00,0
718d4eb4-405f-4b79-adfb-2525f2c8ca61,3.63.83.153,166.76.198.92,TCP,56602.0,5878.0,Incoming,"Mozilla/5.0 (iPad; CPU iPad OS 15_8_2 like Mac OS X) AppleWebKit/532.0 (KHTML, like Gecko) CriOS/24.0.867.0 Mobile/37U418 Safari/532.0",2022-11-24 11:00:00,1
68bec6ef-e0b0-49ff-b85e-edf6320878c2,80.4.123.26,198.63.117.154,TCP,14385.0,8996.0,Outgoing,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/533.20.4 (KHTML, like Gecko) Version/4.0 Safari/533.20.4",2021-05-12 13:00:00,1
95b7bfca-9b31-4c32-bd57-3d5facadd2b2,186.24.250.213,49.155.210.7,UDP,11263.0,7650.0,Incoming,Opera/9.88.(X11; Linux i686; szl-PL) Presto/2.9.170 Version/12.00,2023-06-28 20:00:00,1
a2c1f5ef-fc6d-49fd-93f1-382eea3fbe4d,35.110.26.210,193.176.153.199,TCP,,7524.0,Incoming,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) FxiOS/16.0d2831.0 Mobile/65I813 Safari/533.2",2024-07-30 16:00:00,0
9df94ec7-240c-4f39-8353-5d0e6ea4931b,219.51.161.244,204.190.66.132,TCP,53363.0,2692.0,Outgoing,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/4.1),2024-05-04 17:00:00,1
1db87faa-b46d-4139-a16e-3f00e5720aed,,94.15.152.68,UDP,15030.0,9644.0,Incoming,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/8279-05-30 08:21:29 Firefox/8.0,2020-04-15 00:00:00,0
3d81115a-fab8-4c28-9216-d2c461daf3b0,122.184.219.224,177.238.222.58,TCP,47383.0,9004.0,Incoming,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/5.1),2020-08-23 16:00:00,1
99f28a49-090c-4e2d-89ce-20f010dc126f,62.94.157.166,182.23.128.67,TCP,44613.0,4665.0,Outgoing,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/17.0.841.0 Safari/535.1",2024-10-09 03:00:00,1
8c6b0aae-79c5-4dae-8906-41aff7ac19c4,74.66.36.167,194.135.146.234,ICMP,27938.0,3252.0,Incoming,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; pa-IN) AppleWebKit/532.6.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6532.6.5",2021-12-23 22:00:00,0
a788e43b-bbde-4f2b-ad6d-98c1d15ff58f,211.83.36.102,74.49.25.9,UDP,7092.0,7182.0,Incoming,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/58.0.859.0 Safari/534.1",2023-01-30 06:00:00,1
6b0d458a-f696-414a-b609-c336f661fa8d,144.209.99.8,208.74.128.133,UDP,17117.0,6898.0,Outgoing,Opera/8.41.(Windows 98; cy-GB) Presto/2.9.179 Version/11.00,2021-07-31 04:00:00,1
a2448b28-64c8-470c-aea3-462a5d48b135,86.51.136.12,72.233.66.51,ICMP,18408.0,6492.0,Outgoing,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6 rv:6.0; uk-UA) AppleWebKit/533.13.7 (KHTML, like Gecko) Version/5.0.5 Safari/533.13.7",2020-10-19 20:00:00,0
af8a5f78-6b85-4931-a4a7-ff1c3bcbe70a,145.81.196.86,209.132.158.168,UDP,,4691.0,Outgoing,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_1 rv:4.0; sc-IT) AppleWebKit/533.32.3 (KHTML, like Gecko) Version/5.0 Safari/533.32.3",2021-11-27 06:00:00,0
ab814d38-bbba-481b-8218-3e5fe946ba57,216.53.220.201,150.245.226.104,ICMP,41238.0,8420.0,Incoming,"Mozilla/5.0 (iPad; CPU iPad OS 12_5_7 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/17.0.861.0 Mobile/78P637 Safari/532.1",2022-06-13 12:00:00,1
7e0d943d-0353-48da-ba12-597afe479218,99.123.62.59,133.196.171.12,UDP,48625.0,9568.0,Incoming,Opera/8.10.(Windows NT 6.0; sat-IN) Presto/2.9.180 Version/12.00,2023-11-21 08:00:00,1
67ed2fdb-a99b-4eeb-a2e3-7cb8300758e3,133.19.162.97,74.149.48.51,UDP,10790.0,2738.0,Outgoing,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/47.0.885.0 Mobile/85D552 Safari/532.1",2022-06-15 02:00:00,1
473bcf90-8a3b-4fda-9bd5-654235e64674,60.69.174.174,188.221.81.99,UDP,43523.0,6896.0,Incoming,Mozilla/5.0 (Android 2.3; Mobile; rv:39.0) Gecko/39.0 Firefox/39.0,2021-11-20 18:00:00,0
e9da927b-7f29-4596-85e6-d741122b90cc,20.16.197.75,179.19.237.106,UDP,44286.0,3275.0,Incoming,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/41.0.885.0 Mobile/75H708 Safari/533.2",2020-01-01 08:00:00,1
be9ab0b1-49bb-42c8-8660-f3631dcbbedc,24.209.128.221,213.32.43.249,UDP,62011.0,8657.0,Incoming,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/3.0),2020-07-07 01:00:00,0
41f3534c-c097-4661-b862-8df819fa11f4,69.57.225.99,183.85.51.165,TCP,19689.0,8387.0,Outgoing,Mozilla/5.0 (Android 8.1.0; Mobile; rv:6.0) Gecko/6.0 Firefox/6.0,2021-10-04 11:00:00,1
0e474cd4-bb31-4d83-b7e0-8e6e8fac2e45,131.104.17.181,203.86.7.67,ICMP,14972.0,4188.0,Incoming,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_2 rv:5.0; nso-ZA) AppleWebKit/534.15.7 (KHTML, like Gecko) Version/5.0.2 Safari/534.15.7",2021-05-11 02:00:00,0
ba5c504d-56ae-4b18-9cea-eda84114e112,163.162.195.113,115.48.76.252,TCP,61297.0,6763.0,Outgoing,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_7; rv:1.9.5.20) Gecko/2819-05-12 21:19:40 Firefox/3.6.10,2021-03-15 13:00:00,0
a5e93f88-d4f4-4386-9f79-c3b577503442,31.224.119.160,97.248.228.99,TCP,7303.0,9490.0,Outgoing,Opera/9.45.(Windows NT 5.01; nhn-MX) Presto/2.9.177 Version/12.00,2020-05-22 13:00:00,1
3bdb2993-b549-43f6-be4c-3b1a6005ed63,108.236.140.121,122.70.224.42,ICMP,58470.0,4922.0,Outgoing,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/8219-11-24 00:55:57 Firefox/3.6.5,2022-07-30 02:00:00,1
991ccf00-7d7a-4a1c-8074-eeb1f992425d,57.8.253.193,53.14.134.242,TCP,34715.0,8048.0,Outgoing,Opera/9.73.(X11; Linux i686; quz-PE) Presto/2.9.186 Version/10.00,2021-11-21 08:00:00,1
280368db-2b45-43d2-a1d8-bc40207d9033,108.226.11.58,44.113.36.149,UDP,52754.0,501.0,Outgoing,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/5.0),2020-06-18 09:00:00,0
23112ac7-7f21-4d47-aa05-be230389cb57,24.156.201.98,12.20.50.105,ICMP,62278.0,1042.0,Outgoing,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/532.17.3 (KHTML, like Gecko) Version/5.0 Safari/532.17.3",2020-11-03 07:00:00,1
9fa6319c-a4f9-4025-8b22-e4bb1d5f34be,194.177.213.176,34.62.217.8,ICMP,30505.0,3208.0,Outgoing,Opera/9.18.(X11; Linux i686; ne-NP) Presto/2.9.174 Version/10.00,2021-11-10 04:00:00,1
6c85a2b5-ee74-475a-bca3-45675c6a1843,209.91.13.195,168.130.164.164,UDP,29172.0,9247.0,Outgoing,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_6; rv:1.9.4.20) Gecko/6326-11-22 01:53:45 Firefox/3.8,2020-08-09 21:00:00,1
aaccf338-8806-494e-b3cc-2a876afe4e50,11.150.175.200,42.22.202.149,TCP,12365.0,9681.0,Incoming,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/4.0),2021-11-24 04:00:00,1
c66e0515-8509-4839-9481-270600d8231b,5.105.104.112,16.182.233.91,ICMP,13401.0,2190.0,Incoming,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/531.6.2 (KHTML, like Gecko) Version/5.0.4 Safari/531.6.2",2023-11-25 07:00:00,1
a181bdf6-8be4-411b-9363-9c8fe3de3d83,26.136.75.155,14.149.184.97,ICMP,65154.0,5153.0,Outgoing,Opera/9.82.(X11; Linux i686; mhr-RU) Presto/2.9.173 Version/12.00,2022-11-30 14:00:00,0
2448c75b-da0a-42a1-b01a-1eed19988763,89.219.189.235,71.234.255.22,ICMP,14549.0,6023.0,Incoming,Opera/8.16.(Windows CE; kk-KZ) Presto/2.9.188 Version/12.00,2020-08-06 15:00:00,1
fbdb0c03-c13b-47d7-95f3-7cdf78529345,157.97.248.186,43.229.225.105,TCP,26277.0,,Incoming,"Mozilla/5.0 (Linux; Android 2.3.2) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/54.0.861.0 Safari/535.2",2024-04-24 21:00:00,1
d488ad90-91e8-4a57-8396-f11aa01623cc,104.17.99.143,178.48.80.76,ICMP,15393.0,1589.0,Outgoing,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/4.1),2022-11-23 01:00:00,1
540398c0-af2a-4adc-bef0-cee2d7c8ae2b,141.72.216.176,178.134.29.21,TCP,,1990.0,Incoming,Opera/8.85.(Windows NT 6.2; ht-HT) Presto/2.9.181 Version/12.00,2021-02-10 17:00:00,1
b2fa46cf-a637-4b08-bf61-523af1076a30,147.50.97.171,177.108.217.21,TCP,19230.0,6274.0,Incoming,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_0) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/56.0.800.0 Safari/532.1",2021-01-26 09:00:00,1
6977e16b-2d56-4db9-961d-591288c46507,104.20.237.50,61.205.39.252,UDP,19087.0,6651.0,Outgoing,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_8) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/25.0.823.0 Safari/536.2",2020-09-25 07:00:00,1
dc1c134d-c49a-4af9-ba8e-0fc428ab45b9,141.178.205.214,8.129.135.200,TCP,39746.0,9433.0,Incoming,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; quz-PE) AppleWebKit/533.15.1 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6533.15.1",2022-07-26 07:00:00,1
2ae906cb-fc99-41e5-8739-8f3634353f81,128.7.138.104,142.22.82.120,TCP,13056.0,4594.0,Incoming,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; unm-US) AppleWebKit/532.32.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6532.32.1",2022-07-14 18:00:00,0
dca98dd4-9c94-4e35-88e0-1ab887e43a3a,188.9.84.105,160.60.22.14,UDP,54674.0,2116.0,Incoming,"Mozilla/5.0 (Windows CE) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/15.0.852.0 Safari/535.1",2022-04-09 06:00:00,1
f87c9ed5-9e3c-4696-8395-74a64e837c5a,129.28.224.191,82.45.209.107,ICMP,51943.0,3512.0,Incoming,Opera/9.95.(Windows NT 6.2; ht-HT) Presto/2.9.181 Version/12.00,2021-07-10 03:00:00,0
35567b9d-b613-419a-964c-bab659d62d41,166.73.236.54,189.9.254.204,TCP,34719.0,9139.0,Outgoing,Opera/9.85.(X11; Linux i686; sat-IN) Presto/2.9.178 Version/12.00,2020-02-15 11:00:00,1
31178285-5115-4f76-b4e3-a441ddb10775,135.228.118.17,75.17.151.239,ICMP,21624.0,600.0,Outgoing,Opera/9.73.(Windows 95; ve-ZA) Presto/2.9.173 Version/10.00,2022-06-06 05:00:00,1
d7e039ae-52e5-4207-b181-154e6339fc8f,208.41.141.31,12.180.111.96,ICMP,28864.0,1684.0,Outgoing,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/5.0),2024-06-04 02:00:00,0
b33a5546-38a3-4be2-8603-ef1037a39bd2,137.49.213.192,197.126.178.45,TCP,65509.0,8234.0,Incoming,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_6) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/16.0.805.0 Safari/531.1",2023-02-13 13:00:00,1
e8dc808f-ab07-478e-af23-381b6f5d8df3,201.75.222.218,84.71.36.81,TCP,20275.0,7066.0,Outgoing,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.27.1 (KHTML, like Gecko) Version/5.1 Safari/534.27.1",2023-05-04 04:00:00,1
0145231f-95b6-4581-9285-461eecbdd786,128.67.43.203,82.40.60.63,ICMP,28118.0,3130.0,Incoming,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/3.1),2023-01-17 10:00:00,0
e6a52677-f8d4-490f-903a-b621fefe9d72,117.32.135.251,89.247.90.150,UDP,63623.0,7778.0,Outgoing,"Mozilla/5.0 (iPad; CPU iPad OS 17_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/45.0.801.0 Mobile/67V945 Safari/536.1",2021-10-31 07:00:00,1
3c9bf992-790d-4b9d-b6f7-69bd5ddabd88,62.203.54.55,132.226.202.203,TCP,,6986.0,Incoming,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_5) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/31.0.856.0 Safari/534.0",2022-11-10 06:00:00,1
b79db8fa-c71e-4474-86b2-055c3671be50,30.87.235.125,41.232.26.94,ICMP,55249.0,4109.0,Outgoing,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/39.0.803.0 Safari/535.0",2020-01-22 21:00:00,0
